ascent_id,user_id,route_id,ascent_date
19017,10062,21062,2012-01-24
19018,49954,22942,2008-08-10
19019,44796,823,2020-03-25
19020,31595,27208,2005-07-12
19021,32870,22664,2009-01-02
19022,64748,43773,2018-08-06
19023,54603,55312,2014-05-24
19024,11676,8393,2014-04-20
19025,6854,29557,2010-11-22
19026,18840,3976,2022-12-10
19027,28429,47393,2008-10-17
19028,9822,35394,2018-05-12
19029,18047,26175,2005-05-02
19030,28598,29405,2019-08-25
19031,354,39808,2005-04-07
19032,22120,21600,2020-08-06
19033,40145,3036,2013-02-07
19034,28912,33862,2013-02-10
19035,28847,45149,2022-11-24
19036,37632,20962,2000-11-21
19037,43664,12216,2002-08-05
19038,27796,40040,2013-01-14
19039,5571,4030,2019-02-27
19040,1229,41395,2013-01-08
19041,57644,44647,2008-08-13
19042,30883,33138,2008-10-07
19043,11590,26274,2016-09-07
19044,38131,3404,2010-01-06
19045,2910,27117,2009-11-17
19046,65790,28506,2013-08-31
19047,30892,34369,2019-05-27
19048,41991,43755,2022-02-20
19049,26811,4891,2013-11-26
19050,59420,5769,2012-01-29
19051,19199,2476,2011-01-27
19052,47366,4755,2020-09-19
19053,3961,19504,2022-11-08
19054,40657,6722,2023-06-13
19055,28355,24471,2013-04-19
19056,25452,53157,2021-05-05
19057,17856,7679,2022-03-21
19058,38,23897,2023-10-21
19059,14877,52697,2020-12-24
19060,20216,1086,2008-08-08
19061,16869,39535,2023-06-24
19062,55896,27300,2017-06-09
19063,27377,17853,2013-12-25
19064,50215,8237,2022-03-17
19065,59751,28496,2006-12-27
19066,41450,25753,2013-04-21
19067,52716,6818,2020-08-17
19068,6644,22575,2020-03-06
19069,26928,54719,2014-09-27
19070,10377,25391,2003-02-05
19071,21212,20464,2012-07-12
19072,33956,10615,2010-01-02
19073,16503,18912,2023-09-20
19074,66240,37242,2014-05-13
19075,12790,15267,2011-03-15
19076,7857,27183,2016-08-13
19077,48567,36837,2012-03-10
19078,2698,37909,2005-08-08
19079,43219,43600,2022-11-04
19080,60963,46471,2007-06-17
19081,59802,16483,2021-09-03
19082,1722,6810,2017-06-20
19083,35720,55511,2021-11-27
19084,61186,38326,2023-11-20
19085,27521,51380,2001-03-04
19086,22169,51383,2008-03-09
19087,4091,39457,2007-02-02
19088,784,34766,2000-09-01
19089,39529,36111,2010-12-17
19090,56210,9846,2015-12-14
19091,17886,29076,2021-04-16
19092,19924,40152,2023-02-21
19093,64660,16112,2008-08-20
19094,61869,2855,2004-05-07
19095,56235,49390,2012-01-20
19096,30493,10228,2018-08-08
19097,36550,46364,2001-10-29
19098,9425,50249,2008-03-31
19099,37477,37230,2017-11-10
19100,26923,51135,2003-04-19
19101,53903,51358,2007-06-09
19102,21622,12001,2021-04-22
19103,30034,33409,2014-08-08
19104,18864,11729,2009-07-14
19105,52463,37275,2016-10-01
19106,37198,53431,2006-09-10
19107,39546,8554,2003-05-10
19108,49564,43353,2014-07-21
19109,29304,48190,2019-05-13
19110,53273,1861,2014-03-16
19111,41965,48201,2002-04-28
19112,17050,11220,2007-04-21
19113,22197,9049,2022-04-22
19114,3012,6676,2017-11-06
19115,32551,53001,2004-10-18
19116,18708,19887,2019-04-11
19117,727,31954,2020-05-22
19118,29640,54608,2015-06-03
19119,6552,31119,2001-11-08
19120,5222,31521,2008-10-02
19121,15953,52870,2016-04-10
19122,64083,23024,2003-11-20
19123,20384,48766,2015-08-29
19124,32711,11127,2011-12-15
19125,11464,37181,2008-03-15
19126,5902,17608,2023-04-12
19127,26264,49892,2009-08-15
19128,22390,21566,2006-05-04
19129,40921,31397,2002-01-23
19130,29001,40238,2006-09-18
19131,51094,50837,2007-08-29
19132,50765,45194,2008-01-31
19133,33322,5726,2013-01-31
19134,27469,16249,2000-02-19
19135,47429,25508,2006-04-30
19136,48746,16702,2018-07-03
19137,56438,29205,2010-01-05
19138,54535,48663,2002-08-06
19139,50378,54392,2000-03-25
19140,1817,13540,2014-10-19
19141,59609,26378,2000-10-11
19142,48613,34905,2003-12-06
19143,6538,34633,2009-06-12
19144,53039,8709,2019-09-11
19145,44564,37613,2022-12-27
19146,676,2658,2014-10-23
19147,66119,10894,2023-04-03
19148,46590,52327,2000-11-11
19149,29490,55653,2019-05-15
19150,23545,18381,2017-12-28
19151,59234,21259,2020-05-19
19152,29494,20403,2018-09-17
19153,8345,24050,2005-11-05
19154,10256,31513,2003-01-28
19155,15931,18344,2015-07-06
19156,42881,40018,2002-04-16
19157,20535,22121,2005-07-27
19158,3081,39430,2017-03-08
19159,58356,3669,2005-11-26
19160,44921,22814,2021-09-20
19161,58836,31090,2001-05-19
19162,2338,35985,2020-03-25
19163,3001,50712,2003-12-28
19164,4998,523,2001-12-20
19165,2352,40421,2011-09-08
19166,28780,35445,2020-10-26
19167,32501,8398,2004-07-20
19168,64918,4673,2020-11-06
19169,38543,39429,2002-09-15
19170,39478,32273,2006-08-10
19171,34996,4638,2015-11-02
19172,9738,11260,2008-09-20
19173,8875,28808,2015-12-21
19174,3063,25702,2023-07-18
19175,54746,52363,2008-09-07
19176,5854,37656,2005-04-08
19177,9184,3040,2014-08-25
19178,32187,22454,2020-09-09
19179,5782,21678,2023-09-06
19180,24079,6411,2016-10-10
19181,36025,43223,2018-01-04
19182,30560,43530,2004-03-06
19183,59962,8024,2007-05-27
19184,39937,55214,2019-05-25
19185,34070,54637,2004-07-11
19186,45273,33857,2019-06-17
19187,33963,18686,2005-07-14
19188,42054,22402,2005-06-14
19189,10140,838,2000-02-16
19190,43903,34951,2014-08-10
19191,8603,14934,2004-10-11
19192,15153,51843,2016-09-24
19193,54626,37273,2018-12-27
19194,32706,1495,2022-09-10
19195,6326,16873,2021-03-01
19196,16404,21288,2019-11-23
19197,6906,17895,2002-11-15
19198,27615,43253,2020-03-06
19199,30774,26384,2023-10-08
19200,19836,25917,2021-08-12
19201,21290,670,2011-05-13
19202,18537,13297,2021-01-06
19203,42439,12345,2004-06-03
19204,3266,55046,2015-01-21
19205,8106,7182,2015-07-16
19206,21808,50831,2017-01-23
19207,31509,10994,2020-03-10
19208,27325,8681,2007-01-20
19209,6003,26336,2006-10-17
19210,49545,31342,2023-10-17
19211,28142,54306,2010-01-13
19212,48398,41000,2021-12-10
19213,11756,15085,2019-11-30
19214,51269,11172,2017-11-03
19215,50881,50573,2000-07-10
19216,6177,9096,2011-07-27
19217,59708,47247,2013-05-13
19218,27936,52665,2021-01-23
19219,54124,12523,2007-09-14
19220,24174,36432,2012-07-24
19221,803,31776,2001-04-19
19222,52782,19629,2013-01-11
19223,39935,52650,2009-03-23
19224,30378,16591,2023-11-30
19225,33495,25839,2004-04-08
19226,10251,42141,2002-03-12
19227,23023,45753,2001-08-12
19228,1420,7841,2022-02-10
19229,25511,32610,2016-03-11
19230,54684,49277,2004-06-19
19231,33274,35688,2017-11-26
19232,22708,27260,2001-08-13
19233,11552,35599,2015-10-27
19234,24845,14830,2000-02-11
19235,28981,15518,2022-09-13
19236,15894,11150,2013-09-04
19237,10627,26323,2017-06-04
19238,44552,17651,2011-08-15
19239,16488,43882,2021-08-15
19240,3122,19429,2007-07-09
19241,7491,29968,2004-10-14
19242,1257,42706,2012-12-23
19243,19686,51716,2002-06-14
19244,13223,17458,2007-04-27
19245,41628,6905,2023-03-23
19246,43243,49711,2015-09-20
19247,16165,22546,2001-03-17
19248,7124,26971,2016-12-12
19249,51200,33601,2010-04-25
19250,63878,6218,2003-01-20
19251,60032,53875,2017-04-15
19252,10482,4635,2019-10-02
19253,37939,25744,2004-06-21
19254,28645,5543,2022-10-23
19255,47634,6044,2008-03-18
19256,57034,37569,2013-10-25
19257,55113,13475,2019-05-12
19258,51424,25859,2004-01-06
19259,1845,33904,2000-04-14
19260,28089,13547,2013-05-24
19261,16258,54886,2011-10-09
19262,22999,52313,2021-12-10
19263,443,1660,2022-08-10
19264,4482,45234,2020-04-02
19265,21332,46110,2022-03-17
19266,60098,16728,2006-05-13
19267,24247,32495,2000-11-04
19268,41199,16844,2015-03-02
19269,23195,31900,2022-10-19
19270,28194,19909,2010-02-10
19271,9105,27739,2014-07-01
19272,21153,52051,2018-04-10
19273,65335,33255,2010-03-19
19274,33158,7695,2006-03-17
19275,60443,20240,2010-05-09
19276,23746,439,2007-11-01
19277,2272,18750,2021-01-27
19278,53264,40101,2017-04-14
19279,23759,23515,2009-01-01
19280,13841,52011,2016-12-25
19281,24440,4402,2012-09-07
19282,34755,18172,2018-09-07
19283,41502,48943,2004-12-22
19284,4999,28844,2002-12-17
19285,63302,25605,2003-06-17
19286,34476,42666,2008-10-31
19287,33241,39567,2011-09-19
19288,37433,16305,2009-11-20
19289,19134,7797,2019-01-30
19290,4497,49251,2019-06-27
19291,18774,54484,2007-01-24
19292,53518,44427,2019-07-27
19293,39066,23001,2018-07-03
19294,16714,8438,2002-01-16
19295,36827,24458,2021-02-02
19296,24412,13976,2022-02-05
19297,1817,28555,2023-11-30
19298,49695,11452,2009-03-01
19299,13253,15354,2012-11-10
19300,10155,34752,2007-03-29
19301,46659,24112,2023-10-19
19302,31036,39174,2010-05-07
19303,19168,28024,2014-04-11
19304,27254,13905,2008-06-30
19305,58956,22771,2004-09-16
19306,53658,47077,2019-03-09
19307,44979,35106,2012-04-11
19308,206,11115,2011-07-31
19309,18088,42242,2002-10-12
19310,35563,36319,2023-08-18
19311,17475,36687,2016-07-31
19312,37147,4028,2012-10-09
19313,2443,34824,2001-03-24
19314,64988,51518,2004-12-03
19315,16499,16639,2005-03-07
19316,20526,26722,2009-10-30
19317,14493,37733,2001-02-11
19318,29233,34421,2016-08-24
19319,6292,29335,2014-10-04
19320,15924,36642,2006-12-01
19321,2708,39460,2006-05-10
19322,25041,27278,2016-01-31
19323,22705,22480,2006-09-23
19324,5059,2671,2010-03-12
19325,23005,54264,2002-06-03
19326,49177,35016,2009-10-17
19327,20914,5312,2007-04-07
19328,20124,3197,2005-06-03
19329,44326,12780,2022-10-20
19330,58604,33060,2021-01-04
19331,14495,37409,2012-05-05
19332,41995,48295,2019-08-31
19333,58100,20074,2003-01-16
19334,532,29864,2005-03-04
19335,41951,22655,2001-07-15
19336,44762,12256,2013-07-01
19337,26188,7278,2020-10-08
19338,6522,40157,2002-08-23
19339,5661,7574,2000-02-03
19340,13205,10872,2011-08-11
19341,13522,14562,2008-02-18
19342,27530,19472,2010-12-19
19343,10405,39822,2014-04-04
19344,36017,32800,2021-05-10
19345,24155,27561,2007-03-26
19346,10197,25082,2015-08-12
19347,13903,14684,2023-01-26
19348,54994,4887,2014-06-11
19349,29714,26848,2007-03-08
19350,23811,11762,2016-10-01
19351,16634,44587,2010-02-19
19352,17439,55657,2003-12-05
19353,14746,10869,2001-02-13
19354,62132,5309,2006-12-06
19355,59063,22493,2022-05-14
19356,9378,39592,2012-06-17
19357,15585,28068,2023-04-13
19358,59977,26982,2023-03-23
19359,21604,17608,2015-09-15
19360,49735,39341,2005-05-07
19361,24540,36728,2015-09-16
19362,12292,6912,2016-03-09
19363,4135,32199,2012-05-15
19364,1817,22474,2021-10-12
19365,22558,49613,2014-12-21
19366,21906,38268,2002-07-24
19367,61143,44017,2012-06-16
19368,2332,34935,2014-10-23
19369,13023,1942,2000-02-20
19370,13021,41497,2001-03-29
19371,28078,19704,2004-03-10
19372,25771,36599,2007-05-31
19373,37440,23786,2005-06-06
19374,58365,6774,2003-10-31
19375,19629,27928,2023-04-18
19376,52373,35220,2008-02-21
19377,47756,9621,2002-12-04
19378,47661,23784,2002-07-08
19379,56355,50675,2016-12-05
19380,21926,55098,2004-06-28
19381,36107,52648,2011-05-22
19382,25511,34354,2020-08-16
19383,61198,50684,2008-01-08
19384,13955,44825,2016-10-27
19385,17065,12006,2007-05-27
19386,20567,9286,2010-05-12
19387,30682,12966,2000-10-11
19388,46589,25721,2003-06-04
19389,41961,35914,2007-10-03
19390,23889,51199,2011-12-29
19391,21453,2670,2004-07-26
19392,50266,15575,2016-01-13
19393,38654,10019,2021-02-15
19394,42083,35889,2013-02-27
19395,20216,36454,2015-01-14
19396,28168,55611,2021-02-01
19397,18920,16456,2012-10-08
19398,45076,29124,2001-03-29
19399,18060,54278,2004-06-10
19400,64330,23631,2010-05-25
19401,7639,8062,2012-06-18
19402,1978,35452,2008-04-18
19403,10514,7311,2023-07-19
19404,13274,37072,2022-02-01
19405,36762,3953,2006-07-25
19406,52318,37495,2002-02-15
19407,56987,45747,2004-11-21
19408,17,37412,2000-07-02
19409,24117,16000,2004-01-24
19410,9450,3896,2019-04-18
19411,31149,18667,2019-09-27
19412,38808,49273,2002-05-23
19413,49846,10270,2018-07-17
19414,44101,34369,2003-01-26
19415,6197,50049,2022-02-09
19416,12015,13335,2023-02-21
19417,1273,46088,2004-01-29
19418,30957,41737,2011-09-07
19419,42464,48323,2017-04-02
19420,41890,45714,2001-08-08
19421,25115,41323,2004-01-27
19422,38271,45122,2005-03-27
19423,31082,26381,2012-11-25
19424,21530,43083,2023-01-03
19425,27382,47035,2019-10-04
19426,14446,28268,2022-07-12
19427,58612,29394,2007-12-09
19428,54506,28438,2008-07-27
19429,4070,2828,2001-04-06
19430,23846,17444,2021-01-31
19431,25305,39182,2003-02-18
19432,22428,45127,2008-01-27
19433,28429,2221,2007-10-27
19434,17310,20542,2020-07-06
19435,13820,1480,2002-01-21
19436,35795,33709,2019-07-25
19437,18411,28801,2012-12-05
19438,53893,37199,2011-02-23
19439,12678,17183,2022-01-05
19440,44081,25337,2010-09-21
19441,32918,44801,2011-02-28
19442,7828,15245,2009-06-22
19443,35382,11807,2014-11-17
19444,48683,21278,2014-02-15
19445,7491,7900,2017-03-06
19446,11590,18310,2004-11-25
19447,57641,43529,2004-09-27
19448,52123,34987,2009-10-03
19449,40702,7035,2011-12-20
19450,44492,43296,2023-05-12
19451,19580,10858,2016-08-08
19452,35913,37396,2009-11-09
19453,60098,26656,2016-11-11
19454,15193,28604,2005-08-28
19455,26551,14213,2003-04-04
19456,11921,49673,2009-11-13
19457,34347,336,2008-11-21
19458,43563,51301,2014-04-19
19459,50692,46031,2014-01-26
19460,15304,20332,2018-10-08
19461,22643,7048,2013-05-23
19462,56355,53941,2001-07-12
19463,35453,35757,2016-10-12
19464,25709,6248,2010-09-11
19465,23582,1421,2013-03-18
19466,53549,21549,2020-12-01
19467,2766,6652,2013-12-23
19468,49129,3377,2017-01-28
19469,38291,13587,2016-02-12
19470,46372,55148,2005-01-07
19471,34869,52582,2009-12-28
19472,23914,26870,2009-02-18
19473,36419,40731,2011-04-28
19474,55839,35501,2018-11-05
19475,32161,18226,2012-11-25
19476,58965,19134,2019-07-19
19477,21770,2288,2019-11-10
19478,2357,28889,2009-07-08
19479,41961,5760,2004-02-15
19480,8439,17528,2007-12-09
19481,2662,47935,2001-08-24
19482,48181,230,2013-06-12
19483,27013,55118,2012-03-27
19484,3841,972,2002-07-08
19485,43981,7495,2017-11-20
19486,30455,2824,2020-06-11
19487,13800,22395,2013-12-30
19488,15291,54982,2005-02-07
19489,40759,51556,2019-09-20
19490,47575,12468,2015-10-11
19491,12094,39993,2019-06-05
19492,30108,18896,2002-05-31
19493,6692,24603,2018-04-26
19494,23352,1145,2017-12-24
19495,34463,38380,2010-02-19
19496,34401,22990,2021-11-07
19497,57010,22457,2015-08-31
19498,23174,13200,2011-02-25
19499,8734,27235,2005-10-30
19500,17987,34990,2012-05-21
19501,17434,5692,2014-03-23
19502,17499,22186,2005-07-22
19503,12130,28182,2023-06-03
19504,28854,51495,2020-04-26
19505,54011,5738,2013-06-08
19506,18191,40849,2022-10-03
19507,13115,47794,2021-09-30
19508,31428,26199,2003-02-01
19509,12280,54051,2002-08-20
19510,18083,30134,2014-06-08
19511,8855,37632,2002-08-17
19512,27444,36553,2009-11-27
19513,12323,47186,2014-07-01
19514,43017,33204,2015-06-12
19515,11066,6579,2017-03-28
19516,16001,51314,2000-04-12
19517,8715,21379,2009-08-24
19518,6740,36205,2021-05-28
19519,9754,13677,2014-05-28
19520,2200,27561,2016-07-05
19521,66315,44310,2005-09-10
19522,7633,32494,2002-02-18
19523,11093,652,2002-07-10
19524,35869,28906,2021-11-26
19525,8855,21920,2013-07-01
19526,20188,26025,2008-08-25
19527,5661,16394,2015-08-16
19528,51193,24379,2004-08-13
19529,10018,10145,2014-07-08
19530,49698,38464,2001-11-13
19531,26854,52472,2015-08-09
19532,61555,23313,2018-05-27
19533,3591,54383,2002-05-31
19534,28196,41152,2017-08-05
19535,38879,21588,2018-08-09
19536,40026,38020,2018-07-10
19537,28983,26477,2008-03-07
19538,53818,47801,2011-10-23
19539,11066,50686,2009-12-25
19540,39671,31,2019-07-12
19541,31411,20688,2008-11-08
19542,46811,16446,2015-10-22
19543,45929,18323,2003-11-21
19544,8980,48201,2001-10-09
19545,17786,41545,2005-07-23
19546,60830,15927,2018-03-01
19547,8315,17609,2009-10-29
19548,19904,20653,2018-01-02
19549,55542,46718,2018-06-29
19550,22708,28354,2007-04-07
19551,35314,40778,2009-12-18
19552,44326,22824,2004-05-08
19553,23156,8063,2019-04-28
19554,14638,55211,2017-01-26
19555,5595,45552,2008-08-05
19556,2980,55649,2012-05-24
19557,24270,25567,2008-02-29
19558,16851,53026,2001-10-08
19559,65754,9240,2015-01-01
19560,31992,12679,2020-12-08
19561,1366,5336,2021-12-18
19562,41414,24185,2016-02-18
19563,20830,54960,2014-03-27
19564,13654,53151,2012-07-30
19565,24646,33982,2011-05-30
19566,31185,38272,2015-12-15
19567,6435,11747,2014-08-05
19568,14511,46278,2010-12-01
19569,24447,47169,2008-10-01
19570,3720,38307,2015-02-03
19571,52145,3341,2000-07-19
19572,13915,2696,2007-09-09
19573,22251,17580,2014-03-14
19574,27825,46666,2013-10-08
19575,7633,3056,2020-08-21
19576,64375,54398,2006-07-12
19577,27593,256,2010-03-28
19578,29620,42233,2019-09-11
19579,24045,3842,2008-11-11
19580,17207,51274,2016-11-09
19581,60382,46070,2001-05-21
19582,30378,19762,2014-08-07
19583,16759,53328,2016-03-24
19584,1660,48498,2009-07-03
19585,662,10490,2007-06-25
19586,5720,32790,2015-03-12
19587,50215,49930,2010-03-07
19588,9716,40596,2005-12-24
19589,37888,36658,2001-09-02
19590,37471,15584,2007-09-16
19591,16429,30311,2012-07-04
19592,65476,28675,2007-11-30
19593,4980,18333,2002-08-19
19594,45207,37524,2007-07-27
19595,17263,49106,2000-04-15
19596,36140,55670,2012-04-23
19597,46491,14892,2020-01-24
19598,28543,39848,2015-07-04
19599,20577,49602,2017-11-25
19600,5260,22089,2011-12-21
19601,52336,5016,2002-05-09
19602,43388,4793,2000-04-25
19603,7623,11478,2023-03-13
19604,14404,51887,2019-08-19
19605,34064,5427,2005-05-13
19606,16738,2057,2017-04-22
19607,14638,27421,2008-10-22
19608,64025,44795,2011-06-17
19609,13654,23073,2001-08-23
19610,4845,21079,2006-08-22
19611,17546,34168,2003-09-28
19612,9454,43042,2014-10-04
19613,35685,15110,2008-08-25
19614,26395,49350,2014-10-30
19615,23780,29391,2019-09-08
19616,33313,43452,2017-06-05
19617,1994,43570,2009-01-14
19618,22746,16587,2018-04-25
19619,26983,48237,2009-02-07
19620,48665,26772,2013-01-01
19621,56627,29801,2010-09-27
19622,27778,16291,2020-08-07
19623,20788,27443,2009-03-13
19624,40373,691,2011-04-08
19625,54578,16848,2010-08-20
19626,56982,51193,2003-03-18
19627,29858,700,2004-02-27
19628,52188,39337,2020-02-04
19629,18993,4584,2006-03-26
19630,38739,51233,2011-12-18
19631,36811,42411,2017-04-09
19632,27136,7106,2014-03-09
19633,27157,41291,2006-09-13
19634,17207,43669,2018-07-14
19635,1994,52316,2001-12-11
19636,37615,38844,2014-03-13
19637,30047,9019,2007-09-09
19638,38225,6447,2004-07-05
19639,2174,39453,2007-02-20
19640,20933,6191,2013-07-12
19641,53946,55348,2015-05-05
19642,44578,20046,2011-03-01
19643,28742,422,2001-07-02
19644,61172,44961,2012-06-03
19645,4129,14641,2003-03-09
19646,24465,9780,2022-11-10
19647,46354,55822,2016-03-19
19648,3907,46691,2023-07-31
19649,23869,40338,2021-09-28
19650,48961,14669,2002-04-25
19651,26031,18757,2012-10-31
19652,19528,41681,2003-03-22
19653,45329,22387,2011-06-07
19654,63681,10783,2008-07-10
19655,23651,35184,2006-09-19
19656,41569,2710,2019-06-21
19657,60474,23481,2010-09-22
19658,3040,46301,2013-09-16
19659,2769,48456,2012-01-22
19660,38429,49159,2015-04-08
19661,64197,2642,2023-09-25
19662,2708,26707,2014-05-30
19663,35576,23735,2018-06-25
19664,1614,43263,2011-12-24
19665,57193,11865,2012-06-22
19666,30852,14972,2010-05-21
19667,1459,21295,2000-07-29
19668,47363,43799,2023-01-23
19669,31896,43875,2004-02-07
19670,7741,15098,2022-02-19
19671,37782,42348,2003-11-28
19672,59628,8799,2023-07-31
19673,13802,39160,2005-10-16
19674,40543,6411,2009-03-03
19675,7193,53205,2004-09-26
19676,41569,22715,2008-06-25
19677,51150,2141,2003-12-18
19678,11984,53947,2021-02-12
19679,5854,40070,2012-08-20
19680,7525,46810,2023-10-21
19681,40983,50055,2002-03-10
19682,53445,10709,2010-10-04
19683,8993,1855,2005-11-14
19684,23396,177,2023-01-13
19685,5661,7802,2005-08-30
19686,27507,50473,2005-03-11
19687,50503,55048,2003-05-13
19688,33978,51022,2003-08-28
19689,13637,52264,2009-09-19
19690,1946,14887,2023-03-13
19691,57254,24942,2008-02-18
19692,15118,14005,2001-07-29
19693,6197,19994,2021-07-05
19694,15753,54669,2009-06-05
19695,31942,13142,2003-06-06
19696,22029,43002,2007-11-22
19697,45472,22178,2002-05-11
19698,47771,30906,2009-04-06
19699,59184,5003,2016-01-03
19700,14535,16602,2002-08-26
19701,46924,9561,2009-08-02
19702,17546,48200,2013-06-25
19703,63440,6873,2018-01-25
19704,60701,3222,2016-06-17
19705,2883,10408,2021-11-22
19706,48374,19923,2004-10-26
19707,26974,41,2011-12-08
19708,13376,5083,2018-08-15
19709,22277,3632,2016-05-06
19710,25425,23792,2009-07-25
19711,64057,14434,2009-05-27
19712,41152,24674,2007-05-25
19713,47861,24950,2021-06-06
19714,41965,54770,2012-08-25
19715,8939,9064,2021-01-12
19716,19264,10556,2007-06-22
19717,23206,745,2003-02-14
19718,28036,36319,2018-03-23
19719,41473,18633,2008-01-15
19720,1644,46050,2015-12-28
19721,57193,15741,2015-01-07
19722,10,20450,2002-08-10
19723,30616,19137,2004-08-24
19724,40563,52984,2013-06-23
19725,43876,35778,2005-05-21
19726,17053,740,2011-11-11
19727,2236,52720,2022-11-27
19728,23635,39105,2007-05-09
19729,20949,51521,2008-01-22
19730,57036,43695,2018-02-23
19731,12086,11078,2018-11-08
19732,28123,17666,2022-10-21
19733,12481,4355,2005-01-30
19734,39332,1328,2010-01-01
19735,46369,5791,2006-10-15
19736,50508,11406,2022-03-04
19737,10407,31328,2019-10-03
19738,16366,46011,2019-07-25
19739,4442,12696,2020-01-28
19740,33207,51837,2015-09-06
19741,25556,25776,2023-10-05
19742,13082,52488,2023-06-19
19743,1340,49079,2003-03-31
19744,14560,42158,2002-05-14
19745,54483,33344,2020-04-13
19746,18867,7326,2001-08-14
19747,10714,21010,2013-01-19
19748,11603,40770,2002-01-09
19749,54348,49233,2023-03-15
19750,27579,40492,2005-05-27
19751,14396,41277,2016-04-04
19752,17051,46982,2014-09-20
19753,4543,2683,2005-09-02
19754,57808,41274,2011-08-11
19755,3522,29135,2017-06-08
19756,33077,4606,2017-10-02
19757,7809,32734,2015-04-28
19758,65147,51544,2022-07-31
19759,11421,22471,2004-12-31
19760,54623,14803,2010-04-16
19761,34521,4831,2006-06-02
19762,4189,34651,2023-01-15
19763,32628,11190,2014-12-03
19764,238,22192,2021-03-31
19765,19044,29820,2004-08-10
19766,29673,49432,2018-06-07
19767,49180,31194,2011-01-30
19768,23063,35967,2000-04-05
19769,34804,17853,2017-01-03
19770,676,5926,2013-01-24
19771,27230,4654,2006-12-31
19772,60672,21214,2019-11-26
19773,11146,17998,2020-07-25
19774,19864,55181,2005-09-17
19775,27579,25897,2007-11-22
19776,2508,13462,2021-05-09
19777,14365,35725,2020-02-02
19778,65727,49689,2010-01-10
19779,36338,51220,2015-08-12
19780,45581,4059,2014-01-08
19781,60084,30362,2004-02-29
19782,10309,54824,2018-11-04
19783,10232,44209,2007-08-15
19784,644,13831,2022-06-06
19785,4169,11047,2007-11-21
19786,19184,11265,2016-11-02
19787,64970,1742,2013-04-23
19788,60309,5860,2010-04-27
19789,45877,21531,2023-03-03
19790,27532,53937,2018-05-01
19791,60088,11895,2003-05-30
19792,57768,14788,2013-10-03
19793,10583,1702,2023-12-16
19794,2328,31218,2005-09-28
19795,30088,18634,2015-01-20
19796,17448,34189,2019-01-10
19797,66047,50849,2017-02-23
19798,21786,43295,2005-07-23
19799,13367,44591,2004-04-29
19800,10086,29647,2014-06-12
19801,43643,33451,2016-04-03
19802,22889,33306,2019-06-13
19803,64135,39581,2017-09-23
19804,3017,36307,2022-03-19
19805,28534,10369,2022-01-11
19806,37279,33076,2016-02-29
19807,15675,10311,2006-03-10
19808,29645,48073,2008-05-08
19809,18237,31690,2010-04-28
19810,11751,55722,2008-07-28
19811,14713,32691,2012-10-12
19812,37312,55517,2021-01-07
19813,49365,37031,2011-09-25
19814,47185,54161,2000-07-18
19815,34384,7862,2004-06-07
19816,13115,33515,2001-04-07
19817,34047,25503,2022-09-04
19818,11193,21745,2022-06-30
19819,20011,10233,2017-01-31
19820,66388,17594,2018-06-07
19821,31457,23370,2009-03-22
19822,1255,29750,2008-08-29
19823,52522,52973,2002-09-25
19824,53966,11248,2023-08-17
19825,50943,30349,2012-10-12
19826,16085,8670,2002-10-08
19827,43617,24479,2017-08-07
19828,6191,41384,2002-03-06
19829,31894,20520,2016-02-21
19830,16783,20815,2000-09-24
19831,65388,46835,2013-02-17
19832,57458,39114,2006-09-29
19833,13820,50669,2015-11-05
19834,48276,27008,2004-01-31
19835,38694,6677,2009-02-15
19836,16076,8089,2007-11-29
19837,35796,13908,2022-11-08
19838,56245,32477,2018-06-18
19839,57232,49742,2009-09-02
19840,23860,50803,2001-08-13
19841,21047,15119,2015-11-20
19842,2477,32359,2012-09-09
19843,36666,25974,2012-11-17
19844,2063,21950,2002-06-18
19845,2161,36257,2006-01-15
19846,58106,54066,2020-11-29
19847,32723,34843,2010-12-15
19848,25521,38920,2017-12-23
19849,5039,3901,2000-12-16
19850,52080,45851,2023-09-21
19851,17716,21102,2015-09-13
19852,43110,28177,2020-10-09
19853,7510,22615,2010-06-26
19854,46779,49829,2012-01-05
19855,26031,15130,2021-04-05
19856,25010,52633,2010-12-04
19857,47547,43495,2004-12-12
19858,37569,43655,2008-04-25
19859,235,44234,2019-12-14
19860,36740,29144,2006-07-15
19861,23278,23159,2020-04-27
19862,43568,53799,2001-02-09
19863,65464,39191,2001-08-04
19864,5977,17941,2004-08-15
19865,43808,45177,2015-07-24
19866,45139,22598,2021-07-17
19867,32290,28989,2005-03-31
19868,281,34153,2003-11-03
19869,12253,4300,2005-05-10
19870,36598,24075,2009-03-18
19871,18673,50388,2016-06-28
19872,10514,50891,2022-03-18
19873,51407,37544,2005-05-03
19874,28797,25591,2006-11-28
19875,1680,28552,2018-11-11
19876,26062,34572,2002-09-19
19877,26268,36009,2005-08-21
19878,2614,1252,2013-07-26
19879,31386,23585,2021-06-20
19880,10522,3131,2010-10-10
19881,15158,15654,2013-10-19
19882,64081,48226,2007-06-08
19883,53237,49780,2016-03-26
19884,28374,17974,2021-01-05
19885,23853,30444,2011-08-28
19886,53445,8577,2004-05-02
19887,37160,12736,2021-02-15
19888,8525,23970,2018-04-18
19889,49349,39220,2003-12-14
19890,22300,6003,2018-10-14
19891,21724,31431,2019-03-18
