user_id,country,sex,height,weight,birthdate
13779,CZE,0,171,63,1982-03-12
13790,POL,0,174,63,1991-07-03
13797,FRA,0,177,73,1982-01-17
13800,FRA,0,180,68,1983-04-26
13801,other,0,166,43,1998-11-21
13802,RUS,0,182,78,1992-04-27
13805,DEU,0,179,63,1985-06-28
13811,CAN,0,188,73,1987-08-20
13812,NOR,0,180,73,1985-11-02
13820,CAN,0,173,73,1977-06-05
13827,AUT,0,168,78,1994-07-30
13832,USA,0,190,88,1986-08-04
13834,other,0,192,78,1990-12-12
13837,HRV,0,176,73,1974-10-16
13839,NOR,0,190,93,1978-03-25
13841,NLD,1,175,68,1981-01-02
13842,other,0,181,73,1985-05-16
13844,USA,0,195,83,1986-08-14
13845,other,0,181,68,1993-02-26
13849,AUS,1,155,53,1987-08-12
13850,ITA,0,188,73,1989-02-22
13859,FRA,0,180,68,1993-08-14
13868,USA,1,165,58,1985-12-04
13878,other,1,170,53,1993-02-05
13884,PRT,0,173,73,1982-08-16
13886,RUS,1,160,48,1999-01-08
13898,AUT,0,186,78,1987-08-19
13901,BEL,0,186,73,1991-05-04
13903,other,0,178,83,1986-12-23
13910,NLD,1,171,58,1983-12-13
13915,ZAF,0,179,78,1992-09-13
13916,USA,0,178,73,1988-10-22
13918,NLD,0,178,68,1997-07-23
13923,CAN,0,184,73,1978-09-09
13932,DEU,0,193,83,1987-08-11
13950,USA,0,172,68,1988-08-16
13952,GBR,0,178,68,1989-11-03
13954,other,0,170,58,1993-08-29
13955,BEL,0,183,73,1984-01-01
13960,other,0,170,58,1985-07-22
13966,ITA,0,176,63,1978-07-31
13983,SWE,0,178,78,1982-02-08
13991,ESP,0,176,78,1977-11-04
13993,other,0,172,63,1995-12-13
13995,AUT,0,192,73,1993-03-26
14006,other,0,173,63,1987-03-21
14015,CAN,0,175,73,1972-05-23
14017,MEX,0,172,63,1997-10-23
14019,ITA,0,184,68,1985-05-13
14021,BEL,0,168,63,1997-07-07
14024,ITA,0,176,58,1993-06-11
14049,ESP,0,171,63,1992-07-26
14050,ESP,0,164,53,1991-11-10
14052,ESP,1,170,63,1981-03-17
14054,ZAF,0,189,73,1990-04-28
14061,USA,0,175,68,2002-02-26
14062,ESP,0,173,68,1981-08-27
14068,HRV,0,183,88,1988-10-20
14082,SWE,0,189,93,1984-11-18
14086,SWE,0,180,73,1977-03-16
14089,DEU,0,183,73,1975-08-16
14096,ESP,0,177,83,1986-09-20
14101,NOR,0,185,73,1981-08-10
14102,USA,0,165,63,1992-07-05
14107,ITA,0,175,63,1988-07-12
14118,FRA,0,172,68,1990-09-13
14122,ESP,0,182,73,1980-11-27
14128,NOR,0,178,73,1988-02-25
14132,ESP,0,188,83,1989-11-15
14134,ZAF,0,178,73,1984-07-21
14136,USA,0,173,63,1995-08-03
14147,SWE,0,177,68,1975-04-08
14150,AUT,0,168,58,1996-05-22
14153,ESP,0,183,73,1984-10-23
14158,CZE,0,188,78,1995-04-06
14159,FIN,0,180,63,1989-06-07
14182,FRA,0,178,68,1995-03-07
14209,AUS,0,191,83,1988-09-24
14214,ITA,0,183,73,1993-07-22
14215,SWE,0,181,68,1988-08-26
14220,ESP,0,167,68,1990-11-10
14223,other,0,165,63,1982-06-06
14241,AUS,0,168,63,1983-02-02
14259,ESP,0,174,68,1990-10-09
14261,other,0,180,63,1986-07-13
14262,PRT,0,161,58,1995-04-26
14267,HRV,0,189,68,1988-07-17
14273,NLD,0,181,73,1980-10-18
14278,other,0,170,68,1991-01-31
14282,AUS,0,172,68,1994-05-23
14298,CHE,1,162,53,1987-04-15
14300,BRA,1,156,53,1980-06-25
14301,DNK,0,197,78,1985-01-23
14303,USA,0,176,68,1994-04-19
14319,ESP,0,183,68,1997-01-31
14325,USA,0,161,68,1992-08-18
14347,CAN,1,152,48,1977-09-12
14352,NLD,0,185,78,1995-12-10
14357,other,0,200,78,1991-03-28
14365,USA,0,174,73,1988-03-30
14377,GBR,0,170,68,1994-03-22
14390,USA,1,157,48,1977-08-29
14396,USA,0,178,68,1998-09-07
14403,DEU,0,180,68,1993-08-02
14404,FRA,1,172,48,1997-02-06
14420,GBR,0,180,63,1984-01-11
14435,ESP,0,180,73,1989-10-12
14442,other,0,180,78,1978-08-20
14443,MEX,0,178,68,1973-10-21
14446,AUT,0,183,73,1990-01-16
14452,BEL,0,168,58,1992-09-04
14459,other,0,172,68,1988-12-25
14462,ZAF,0,182,73,1990-02-09
14471,FRA,0,180,63,1993-11-10
14475,CAN,0,180,63,1984-04-22
14476,AUT,0,175,83,1995-07-31
14477,FRA,0,174,63,1990-12-27
14478,FRA,0,181,73,1992-07-03
14479,FRA,0,181,68,1986-10-29
14483,other,1,157,48,1990-09-29
14484,FRA,0,164,58,1989-10-15
14488,ITA,0,170,58,1987-09-14
14489,ITA,0,170,58,1994-06-21
14491,ESP,0,192,83,1986-08-01
14493,SVN,0,171,63,1983-12-12
14495,other,0,174,78,1984-02-11
14499,ESP,0,165,53,1996-12-04
14502,SVN,0,173,68,1998-04-27
14503,USA,0,185,68,1993-07-24
14505,USA,0,178,68,1994-08-09
14510,FIN,0,178,78,1980-11-25
14511,AUT,0,172,63,1992-09-08
14512,SWE,0,183,73,1998-04-18
14526,MEX,0,174,63,1993-01-27
14534,ITA,0,179,63,1994-12-01
14535,FRA,0,188,78,1987-01-02
14539,ITA,0,178,68,1982-03-21
14547,USA,0,188,73,1996-09-21
14556,ESP,0,172,68,1996-04-21
14559,other,0,176,73,1988-09-25
14560,ESP,0,178,68,1989-05-31
14564,BEL,0,179,73,1992-09-04
14570,ITA,0,170,58,1971-11-24
14574,SWE,1,162,53,1987-09-14
14575,DEU,0,174,63,1995-03-01
14578,ESP,0,180,83,1990-01-10
14587,RUS,0,185,68,1993-10-31
14597,USA,0,169,63,1973-05-20
14602,HRV,0,175,73,1991-10-09
14607,BRA,0,176,58,1987-02-22
14612,BEL,0,180,63,1979-09-19
14616,ITA,0,186,73,1985-08-14
14621,MEX,0,172,58,1991-04-15
14626,ESP,0,172,58,1994-08-12
14634,ESP,1,160,53,1987-04-21
14638,USA,0,183,78,1983-06-30
14648,ESP,0,185,78,1984-04-19
14650,FIN,0,175,68,1983-05-11
14652,GBR,0,181,73,1987-11-18
14658,other,0,164,53,1996-12-14
14665,ESP,0,172,63,1982-01-21
14669,AUS,0,180,83,1995-01-07
14682,ITA,0,170,63,1995-08-19
14685,POL,0,185,78,1985-11-09
14692,FRA,0,174,58,1991-05-19
14695,BEL,0,183,83,1996-10-20
14702,CHE,0,175,63,1992-12-23
14708,other,1,169,53,1991-06-13
14713,USA,0,168,73,1997-03-25
14718,SWE,0,187,78,1981-03-26
14720,DEU,0,183,68,1984-01-30
14726,SWE,0,186,73,1974-11-28
14741,USA,0,177,68,1993-06-02
14745,GBR,0,182,73,1986-08-12
14746,NOR,0,180,63,1990-11-10
14751,FRA,0,167,58,1997-12-12
14757,FRA,0,178,58,1994-12-20
14758,SVN,0,186,83,1993-01-26
14760,BRA,0,170,63,1994-08-09
14762,other,0,187,63,1993-12-30
14765,BRA,0,179,63,1996-06-19
14784,USA,0,188,73,1990-02-09
14789,NOR,0,188,63,1992-09-20
14792,AUS,0,178,83,1977-10-07
14802,NOR,0,186,73,1988-05-07
14804,BRA,0,180,68,1992-01-07
14813,GBR,0,165,63,1980-12-01
14814,GBR,0,182,78,1995-12-03
14817,POL,0,186,78,1992-09-26
14823,other,0,180,58,1992-05-17
14826,POL,0,169,68,1996-12-05
14838,CAN,0,178,68,1990-05-27
14844,USA,1,167,58,1989-07-09
14852,other,0,180,68,1989-10-02
14855,PRT,0,175,63,1995-07-07
14863,NOR,0,183,73,1982-10-15
14865,USA,0,180,68,1989-12-30
14877,USA,0,172,68,1982-06-29
14879,USA,0,165,68,1989-05-28
14886,ESP,0,188,93,1986-09-25
14891,USA,0,172,58,1993-08-10
14897,SWE,0,176,63,1997-02-17
14909,PRT,0,172,63,1986-04-15
14912,NOR,0,179,73,1986-09-08
14924,USA,0,193,88,1978-08-09
14927,ESP,0,163,53,1988-11-20
14938,NOR,0,182,73,1995-07-18
14952,SWE,0,178,58,1992-12-15
14954,PRT,0,173,73,1984-02-26
14955,PRT,0,177,78,1987-08-11
14957,AUS,0,187,88,1990-08-03
14959,POL,0,172,68,1975-10-03
14960,HRV,0,180,68,1981-04-27
14962,ESP,0,180,78,1975-01-26
14966,ESP,0,170,73,1994-10-10
14970,NOR,0,181,78,1987-01-25
14971,AUS,1,165,53,1998-02-17
14981,FRA,0,155,40,2001-03-21
14984,other,0,182,78,1988-03-06
14989,ESP,0,163,63,1981-06-22
14994,BRA,0,178,68,1982-12-22
14998,HRV,0,178,78,1988-07-24
15001,BRA,0,165,68,1980-03-14
15004,FRA,0,175,63,1992-04-20
15020,ESP,0,174,73,1986-07-23
15022,ESP,0,182,83,1986-10-05
15027,DEU,1,165,58,1994-05-17
15030,ESP,0,171,68,1993-02-24
15044,ITA,0,176,63,1985-09-16
15048,SVN,0,176,68,1993-07-27
15052,FRA,0,188,68,1992-04-15
15058,CAN,0,181,58,1998-03-31
15061,ESP,0,181,83,1982-09-06
15065,other,0,173,68,1991-11-30
15066,DEU,0,183,63,1996-02-11
15075,AUS,0,187,73,1993-05-13
15078,ESP,0,183,78,1990-06-16
15082,ESP,0,169,68,1988-10-19
15110,DEU,0,190,88,1994-10-01
15111,CHE,0,184,83,1988-10-05
15114,ESP,0,175,73,1974-04-06
15118,USA,0,190,68,1995-06-14
15120,USA,0,167,63,1998-10-16
15121,POL,0,185,73,1991-08-13
15127,NLD,0,184,68,1991-08-13
15128,USA,0,198,68,1985-06-17
15129,ESP,0,178,73,1985-12-19
15133,FRA,0,170,63,1993-07-09
15140,ITA,0,196,83,1969-01-31
15146,ESP,0,182,68,1996-05-03
15148,other,1,178,53,1983-07-30
15152,other,0,186,83,1987-08-13
15153,CAN,0,183,68,1985-05-14
15154,BRA,0,185,78,1988-06-21
15158,USA,0,175,63,1992-06-16
15159,other,0,189,78,1991-12-29
15169,CHE,0,182,83,1995-04-23
15170,other,0,177,73,1990-04-08
15171,FRA,0,173,68,1992-07-21
15192,other,0,180,63,1996-01-27
15193,AUT,0,172,68,1997-07-17
15206,BRA,0,185,78,1994-11-25
15218,FRA,0,180,73,1985-05-30
15231,HRV,1,163,53,1990-05-11
15249,SVN,0,171,63,1984-09-26
15257,NLD,0,187,78,1991-08-18
15265,GBR,0,177,68,1995-07-26
15269,other,0,174,58,1989-03-19
15270,SWE,0,187,73,1991-07-26
15291,AUT,0,175,63,1991-01-19
15304,DEU,0,183,73,1990-11-04
15314,other,0,174,68,1989-04-30
15316,USA,0,170,63,1989-10-21
15317,other,1,170,53,1986-01-25
15319,ESP,0,176,68,1987-10-31
15341,ESP,0,188,78,1995-09-22
15344,CZE,0,182,78,1990-10-15
15351,other,0,173,63,1996-07-05
15360,POL,0,180,73,1995-09-15
15362,SWE,0,178,63,1996-07-11
15363,ESP,0,180,73,1984-11-26
15370,USA,0,152,78,1980-02-19
15376,ESP,0,169,68,1984-12-20
15378,ESP,0,170,68,1982-07-16
15395,ESP,0,178,63,1982-05-31
15405,BRA,0,173,73,1994-12-24
15414,BRA,0,184,68,1993-02-24
15431,MEX,0,168,68,1986-04-10
15433,HRV,0,187,78,1987-03-28
15437,BRA,1,159,48,1955-06-01
15442,NOR,0,177,68,1982-12-07
15443,BRA,0,184,83,1980-06-09
15446,SWE,1,162,58,1991-01-03
15447,NOR,0,176,78,1991-06-25
15469,DEU,0,179,73,1987-02-10
15475,NOR,0,174,73,1985-11-20
15480,other,0,173,63,1994-03-31
15483,ESP,0,185,73,1998-02-14
15484,NOR,0,179,68,1987-01-09
15489,NOR,0,183,73,1986-03-24
15496,NLD,0,187,73,1978-08-01
15497,ESP,0,185,58,1996-11-06
15507,DEU,0,175,68,1986-07-28
15518,GBR,1,166,48,1990-10-13
15524,ESP,0,175,63,1985-02-26
15534,SVN,1,162,53,1994-12-15
15537,NOR,0,176,73,1987-07-15
15540,ZAF,0,168,88,1981-09-27
15544,ITA,0,178,63,1994-06-25
15559,SWE,0,184,88,1988-06-26
15563,BEL,0,190,78,1993-05-08
15565,ITA,0,180,68,1986-07-22
15570,USA,1,153,58,1992-02-06
15581,BRA,0,175,73,1987-11-25
15582,other,0,176,88,1997-02-27
15583,USA,0,180,73,1986-02-22
15585,FRA,0,170,63,1996-03-16
15587,ESP,0,174,78,1969-11-06
15599,USA,0,200,63,1996-07-01
15600,USA,0,155,73,1991-12-22
15601,SWE,0,190,88,1987-01-05
15605,other,1,168,48,1986-12-09
15616,GBR,0,178,68,1995-03-08
15618,ESP,0,180,68,1984-01-06
15622,other,0,178,63,1995-01-10
15628,FRA,1,165,53,1991-11-11
15630,BRA,0,178,63,1995-04-01
15637,USA,0,167,68,1991-06-10
15638,USA,0,177,63,1991-11-08
15642,other,0,175,83,1983-02-27
15643,USA,0,173,73,1992-06-09
15653,FRA,0,176,68,1988-07-29
15656,ESP,0,177,63,1986-06-05
15657,USA,0,180,78,1984-03-08
15658,CAN,0,173,83,1981-02-07
15664,other,1,158,53,1995-03-29
15673,USA,0,181,68,1993-04-20
15675,ITA,0,185,68,1990-11-04
15679,DNK,0,174,63,1997-11-12
15680,NOR,0,179,73,1972-11-19
15682,SVN,0,172,63,1979-10-26
15698,NLD,0,187,63,1995-09-12
15701,DNK,0,170,73,1978-01-31
15702,ZAF,0,174,63,1988-12-18
15708,CAN,0,178,78,1981-02-08
15715,POL,0,181,63,1987-04-18
15722,AUT,0,190,73,1993-11-02
15726,ITA,0,181,68,1994-10-20
15728,FRA,0,178,63,1975-09-19
15729,FRA,0,178,68,1990-06-02
15731,GBR,0,169,73,1995-01-31
15732,FIN,0,167,58,1984-08-12
15734,AUT,0,174,68,1989-10-15
15738,other,0,181,63,1986-01-12
15741,CHE,0,166,58,1984-05-27
15743,ITA,0,182,78,1981-10-20
15753,USA,0,168,68,2000-05-26
15754,SWE,0,183,78,1984-02-19
15757,AUS,0,163,58,1993-03-04
15762,BRA,0,172,63,1985-11-11
15768,ESP,0,183,78,1982-01-17
15775,ESP,0,177,68,1988-05-22
15779,ITA,0,170,68,1976-07-23
15788,BRA,0,174,63,1997-03-13
15792,SWE,0,180,73,1983-05-09
15799,AUS,1,169,58,1983-06-30
15801,AUT,1,164,48,2000-12-12
15804,ESP,0,178,68,1980-09-17
15806,SWE,0,176,93,1986-09-17
15816,ESP,1,163,48,1987-01-01
15817,NOR,0,182,68,1990-03-21
15824,FRA,0,188,73,1996-10-13
15832,NOR,0,185,78,1992-03-21
15839,ESP,1,158,53,1984-12-25
15843,USA,1,163,63,1994-09-13
15848,ESP,0,160,48,2000-06-25
15852,MEX,0,176,68,1987-06-08
15858,other,0,180,63,1996-08-12
15873,SWE,0,175,63,1987-09-07
15875,FRA,0,180,63,1991-10-31
15876,other,0,179,68,1990-02-24
15880,ESP,0,166,63,1970-07-06
15889,BRA,0,178,68,1984-06-21
15894,POL,0,180,68,1994-08-13
15895,USA,0,170,63,1988-06-13
15909,BRA,0,174,63,1991-11-07
15911,ZAF,0,195,73,1991-05-29
15922,NOR,0,180,78,1982-12-07
15923,SWE,0,178,68,1987-03-24
15924,SWE,1,165,58,1991-02-13
15931,SWE,1,161,53,1988-05-16
15935,CHE,0,180,68,1983-10-14
15940,SWE,0,183,78,1982-07-29
15943,CHE,0,178,68,1986-10-22
15949,ITA,0,170,68,1992-11-06
15950,NOR,0,185,78,1988-09-16
15953,POL,0,183,78,1989-06-22
15954,CHE,0,177,68,1985-05-14
15958,ESP,0,176,68,1977-11-05
15962,BRA,0,183,68,1986-08-07
15969,POL,0,174,58,1989-05-01
15973,SWE,0,190,93,1995-10-23
15975,SWE,0,180,63,1990-01-05
15982,AUT,0,188,73,1978-04-03
15983,ESP,0,174,68,1986-02-16
15987,POL,1,172,48,1998-10-06
15993,FRA,0,189,88,1992-07-11
16001,USA,1,161,48,1989-10-26
16004,SWE,0,178,78,1990-10-06
16012,GBR,0,180,78,1977-04-20
16014,ESP,0,181,73,1988-04-03
16019,other,0,176,78,1985-04-10
16021,SWE,0,180,73,1986-09-12
16023,ESP,0,176,83,1992-08-20
16028,SWE,0,184,78,1976-11-16
16033,USA,0,176,68,1993-10-26
16035,DNK,0,175,73,1983-08-08
16039,FRA,1,160,48,1981-06-10
16042,MEX,0,175,68,1989-02-16
16044,AUT,0,189,78,1985-06-05
16045,other,0,162,63,1983-07-14
16047,ESP,0,170,63,1983-09-10
16050,NOR,0,175,93,1975-03-24
16051,ITA,0,180,63,1994-02-02
16052,ESP,0,168,63,1980-08-21
16054,CAN,0,174,53,1994-10-03
16076,POL,0,180,68,1991-12-16
16085,USA,0,178,73,1988-06-27
16091,FRA,0,190,53,1982-07-19
16104,FIN,0,186,83,1989-10-22
16115,SWE,0,183,83,1989-01-13
16116,DEU,0,178,68,1996-02-26
16126,ESP,0,178,73,1979-06-29
16129,AUT,0,175,63,1995-02-08
16130,SWE,0,178,73,1989-11-14
16133,BEL,0,179,68,1990-11-08
16136,POL,0,180,58,1997-12-11
16137,AUT,0,175,63,1998-07-17
16139,AUT,0,180,63,1994-08-01
16140,BEL,0,183,73,1991-02-04
16148,USA,0,175,63,1967-02-08
16151,ITA,0,176,68,1986-05-14
16155,SWE,1,175,58,1994-07-14
16165,ESP,0,174,58,1989-03-20
16166,POL,0,190,83,1991-10-15
16167,ESP,0,180,68,1990-11-16
16172,GBR,0,190,88,1984-11-17
16190,POL,0,177,63,1983-07-10
16194,MEX,0,182,63,1980-09-28
16195,POL,0,176,68,1981-09-01
16203,BRA,0,175,63,1996-05-08
16224,POL,1,167,48,1988-02-02
16225,FIN,0,180,73,1991-01-04
16230,ESP,1,170,53,1977-01-14
16231,SWE,0,175,78,1975-04-17
16242,FRA,0,183,68,1982-05-10
16250,ITA,0,179,73,1988-07-02
16254,DEU,0,183,73,1991-10-18
16255,other,0,170,63,1993-03-15
16258,ITA,0,176,78,1978-07-19
16260,ZAF,0,168,73,1988-09-06
16261,NOR,0,176,68,1972-09-10
16262,SVN,0,182,83,1986-11-12
16264,FRA,0,174,58,1986-04-16
16267,DEU,0,170,53,1997-05-30
16268,ESP,0,190,83,1985-02-23
16271,ITA,0,181,68,1980-04-11
16272,CHE,0,178,83,1994-05-02
16274,BEL,0,160,48,1998-11-26
16280,ITA,0,173,68,1972-08-08
16288,ESP,0,170,63,1989-07-17
16290,DEU,0,175,73,1986-02-05
16291,ESP,0,173,63,1986-12-18
16292,SWE,0,177,78,1971-03-09
16297,POL,0,186,73,1991-02-06
16298,POL,0,181,63,1991-04-09
16304,NOR,0,172,63,1998-06-22
16306,other,0,173,68,1991-07-27
16312,NOR,0,170,73,1982-11-20
16319,SWE,0,176,68,1983-01-18
16326,SVN,1,176,58,1996-05-12
16327,NOR,0,179,68,1981-02-09
16332,SVN,0,178,73,1987-11-18
16339,USA,1,165,63,1986-11-24
16345,AUS,0,168,58,1987-06-26
16348,ZAF,0,175,63,1991-05-30
16349,FRA,1,165,53,1987-11-23
16352,AUT,0,182,78,1963-09-29
16355,ESP,0,157,43,2002-11-09
16356,POL,0,190,83,1996-11-14
16361,AUS,0,178,68,1982-09-06
16363,USA,0,182,78,1987-08-05
16364,ESP,0,171,58,1990-09-02
16366,SWE,0,182,73,1988-12-28
16370,other,0,190,73,1990-06-08
16374,SVN,0,186,73,1987-03-14
16385,CHE,0,178,73,1986-07-13
16403,BRA,0,178,68,1988-03-12
16404,POL,0,171,58,1997-08-15
16409,NOR,1,160,53,1983-12-23
16414,DEU,1,167,58,1984-02-04
16417,ZAF,0,180,73,1985-10-07
16423,AUS,0,175,63,1971-07-20
16429,AUS,1,160,40,1998-12-22
16431,SWE,0,183,73,1984-03-01
16435,other,0,180,63,1988-06-07
16466,BEL,0,180,73,1995-04-18
16471,ITA,0,180,68,1984-04-17
16472,ESP,1,156,48,1993-04-30
16474,BEL,0,178,58,1997-04-22
16478,ESP,0,170,63,1990-01-05
16482,NOR,0,170,58,1996-02-06
16483,USA,1,153,53,1995-02-26
16488,SWE,0,187,73,1989-01-15
16490,SWE,0,179,68,1990-01-18
16494,POL,0,170,58,1986-03-18
16496,other,0,173,73,1998-06-19
16497,ESP,0,175,73,1985-06-26
16499,ESP,0,170,48,1999-10-28
16500,HRV,0,180,73,1979-08-16
16501,USA,1,162,48,1992-05-29
16503,FIN,0,168,53,1996-02-07
16504,NOR,0,175,63,1987-08-30
16510,ESP,0,182,78,1985-01-13
16517,FRA,0,176,63,1985-01-27
16522,ESP,0,177,68,1985-12-18
16525,AUS,0,181,73,1977-10-03
16533,POL,0,180,68,1985-01-15
16534,POL,0,176,73,1996-09-05
16535,ESP,0,177,63,1981-10-28
16551,ESP,0,185,73,1976-04-12
16573,NLD,1,168,58,1982-05-12
16574,USA,0,173,68,1998-10-13
16582,NLD,1,174,53,1998-10-20
16586,RUS,0,174,73,1989-02-20
16587,ESP,0,177,78,1980-06-20
16590,PRT,1,171,53,1998-05-25
16599,POL,0,175,40,1995-02-17
16600,USA,0,183,78,1986-09-09
16605,USA,1,167,48,1994-07-11
16607,NLD,1,167,58,1990-09-07
16609,HRV,0,178,63,1986-06-18
16612,USA,0,177,63,1996-03-19
16616,other,0,170,63,1990-06-22
16627,CZE,0,182,78,1994-08-31
16628,PRT,0,174,83,1988-08-08
16629,USA,1,173,58,1988-01-23
16633,SWE,0,194,88,1991-10-01
16634,ZAF,0,174,63,1996-12-10
16635,POL,0,186,73,1995-10-31
16639,ESP,0,180,73,1989-01-09
16640,FRA,0,173,63,1987-03-01
16661,NLD,0,178,68,1980-10-07
16672,ESP,0,173,58,1990-11-19
16674,BRA,0,190,73,1991-05-12
16675,BRA,0,183,78,1987-03-08
16680,CHE,0,186,73,1984-11-02
16682,USA,0,177,63,1986-12-06
16688,POL,0,175,63,1983-01-11
16689,RUS,0,164,63,1988-04-09
16702,ESP,0,180,78,1981-05-04
16707,DNK,0,182,78,1982-06-20
16709,AUT,0,170,58,1995-02-20
16710,ESP,0,182,68,1977-10-10
16711,USA,0,178,68,1991-02-12
16714,RUS,0,178,73,1994-03-23
16722,NOR,0,176,73,1982-12-15
16726,other,0,185,68,1998-03-19
16728,ESP,0,170,63,1985-07-27
16736,MEX,0,180,73,1983-05-04
16738,SWE,0,179,73,1984-09-11
16740,other,0,175,88,1978-08-05
16744,POL,0,178,68,1995-01-28
16745,POL,1,153,48,1996-08-04
16755,ESP,0,190,83,1985-07-02
16759,POL,0,182,68,1994-06-11
16763,CAN,1,167,63,1986-08-16
16765,POL,0,189,78,1980-12-12
16768,ESP,0,192,83,1990-03-07
16771,NOR,0,185,78,1981-12-23
16773,SWE,0,175,68,1982-10-23
16778,NOR,0,189,78,1971-06-19
16779,ITA,1,152,48,1988-11-28
16781,SWE,0,180,73,1978-07-01
16783,FRA,0,183,63,1989-07-09
16799,ESP,0,173,73,1978-09-11
16803,GBR,0,175,73,1998-03-08
16807,ESP,0,180,68,1982-03-12
16815,NLD,0,181,88,1976-01-01
16819,POL,0,181,78,1988-03-17
16830,FRA,0,178,63,1992-06-25
16837,ESP,0,185,73,1995-10-11
16839,AUT,0,178,73,1984-05-16
16841,GBR,1,158,53,1988-04-07
16843,AUS,0,178,73,1982-08-29
16848,NOR,0,172,63,1993-03-13
16851,SWE,0,186,83,1991-08-01
16854,MEX,0,180,58,1986-12-27
16855,USA,0,178,68,1990-05-22
16857,BEL,0,179,73,1971-11-01
16859,POL,0,170,63,1992-03-02
16866,ITA,0,176,68,1989-05-20
16868,ESP,0,190,78,1984-04-26
16869,ITA,0,183,78,1989-03-27
16874,USA,0,177,68,1979-10-10
16882,HRV,0,177,73,1986-09-04
16883,other,0,180,73,1978-04-24
16887,SWE,0,181,73,1978-02-28
16888,POL,0,182,78,1992-04-04
16896,USA,0,172,63,1990-09-27
16899,HRV,0,183,83,1973-06-19
16908,CHE,0,182,73,1990-08-04
16910,BEL,0,182,68,1997-03-05
16916,ESP,0,185,73,1986-05-06
16919,FRA,0,174,73,1985-01-25
16921,FRA,0,183,68,1992-05-03
16927,NOR,0,178,73,1983-04-11
16929,ESP,0,184,68,1990-09-29
16937,ESP,0,177,73,1987-05-01
16951,AUS,0,187,83,1981-04-08
16953,FRA,1,175,58,1986-05-11
16962,BRA,0,184,83,1990-06-01
16966,FRA,0,166,58,1984-06-25
16967,POL,0,178,73,1982-07-25
16969,FRA,0,180,68,1985-08-06
16972,USA,0,180,78,1990-07-18
16973,ITA,0,167,63,1979-08-21
16978,other,0,175,63,1996-11-02
16980,SWE,0,183,78,1977-10-10
16982,other,0,190,78,1986-08-19
16983,ITA,0,178,73,1984-02-20
17002,CAN,0,190,83,1987-01-06
17010,SWE,0,175,63,1975-02-01
17021,ESP,1,163,48,1990-03-08
17028,SWE,0,182,73,1975-10-30
17029,NOR,0,183,73,1974-10-29
17030,USA,0,175,68,1981-05-16
17031,FRA,0,173,63,1989-10-26
17032,USA,0,188,78,1988-08-21
17033,SWE,0,181,68,1975-10-24
17050,PRT,0,168,63,1988-02-17
17051,CAN,1,172,58,1992-10-04
17053,NOR,0,172,73,1986-05-01
17059,other,0,164,48,1990-11-13
17061,NOR,0,170,48,2000-02-01
17063,PRT,0,170,58,1987-09-05
17065,ESP,0,178,63,1990-02-28
17066,AUT,0,190,93,1994-11-20
17071,RUS,0,170,63,1988-04-30
17081,SWE,0,182,78,1975-05-24
17083,POL,0,185,68,1990-07-02
17086,SVN,0,170,68,1996-10-26
17091,POL,0,171,68,1975-10-29
17094,USA,1,170,53,1986-04-19
17097,GBR,0,200,93,1985-06-30
17106,SVN,0,175,63,1998-05-18
17107,POL,0,176,63,1983-12-14
17109,other,0,181,73,1974-02-19
17117,DEU,0,162,53,1999-04-02
17122,AUS,0,168,63,1991-08-02
17130,POL,0,195,83,1990-11-27
17135,NOR,0,186,83,1959-06-23
17144,MEX,0,173,63,1992-02-25
17147,USA,0,180,78,1999-03-09
17149,USA,0,190,68,1992-09-26
17150,other,0,163,53,1984-06-18
17167,POL,0,168,68,1980-08-24
17168,NOR,0,175,78,1983-09-13
17183,BRA,0,185,78,1982-11-27
17188,USA,0,175,63,1990-02-04
17198,ESP,0,183,68,1993-10-30
17201,ESP,0,173,58,1994-09-20
17205,POL,0,181,68,1984-11-07
17207,USA,0,185,73,1992-07-03
17210,POL,0,177,63,1999-10-26
17217,ZAF,1,163,53,1996-06-21
17219,SVN,0,174,63,1990-07-14
17222,SWE,0,185,73,1991-11-03
17224,PRT,0,171,63,1988-12-15
17229,PRT,0,187,68,1991-03-15
17231,USA,0,173,68,1977-11-17
17238,ESP,0,170,68,1987-06-30
17241,ESP,0,185,83,1996-02-17
17244,ESP,0,171,58,1995-07-13
17252,SWE,1,162,58,1982-03-17
17253,ZAF,0,175,58,1989-07-01
17257,ITA,0,179,68,1981-09-25
17258,PRT,0,175,68,1991-03-08
17260,GBR,1,176,63,1987-10-15
17261,ESP,0,160,53,1992-11-29
17263,BRA,0,180,68,1994-10-09
17265,SVN,0,176,68,1992-01-15
17274,other,1,163,53,1993-03-06
17277,BEL,1,172,63,1992-08-01
17299,CAN,0,182,83,1983-04-08
17305,ESP,0,177,78,1986-07-18
17310,POL,0,184,73,1987-12-01
17317,POL,0,174,68,1982-03-22
17322,other,0,181,68,1990-02-09
17328,ZAF,0,183,83,1993-02-13
17330,ESP,1,175,63,1980-10-27
17332,other,0,179,63,1992-08-10
17333,DEU,0,182,73,1986-04-12
17335,SWE,0,178,78,1984-01-04
17339,ITA,0,178,63,1976-07-20
17345,FRA,0,178,63,1983-08-11
17351,ITA,0,165,58,1958-09-16
17352,SWE,0,180,83,1984-09-06
17358,USA,0,180,73,1991-02-15
17359,BRA,0,172,58,1987-09-18
